experiment,run,repetition,restoreTime [s],numberOfLazyPages,lazyPagesTxTime [s],lazyPagesTxEndTime [s]
2,27,8,"['real 0.26', 'user 0.03', 'sys 0.05']",2765.0,0.17206600000000002,0.401963
2,27,9,"['real 0.25', 'user 0.02', 'sys 0.07']",2765.0,0.164315,0.384266
2,27,10,"['real 0.28', 'user 0.04', 'sys 0.05']",2765.0,0.154163,0.392426
2,28,1,"['real 0.26', 'user 0.04', 'sys 0.04']",68.0,0.02635900000000002,0.252099
2,28,2,"['real 0.27', 'user 0.02', 'sys 0.05']",69.0,0.023644,0.254357
2,28,3,"['real 0.26', 'user 0.04', 'sys 0.04']",68.0,0.023436999999999986,0.250133
2,28,4,"['real 0.27', 'user 0.04', 'sys 0.04']",67.0,0.032570000000000016,0.260226
2,28,5,"['real 0.27', 'user 0.04', 'sys 0.05']",70.0,0.028274999999999967,0.261547
2,28,6,"['real 0.27', 'user 0.05', 'sys 0.03']",69.0,0.026075999999999988,0.259592
2,28,7,"['real 0.29', 'user 0.03', 'sys 0.06']",65.0,0.025743000000000016,0.2807
2,28,8,"['real 0.30', 'user 0.02', 'sys 0.07']",68.0,0.028402999999999956,0.298268
2,28,9,"['real 0.26', 'user 0.03', 'sys 0.06']",69.0,0.029220000000000024,0.262709
2,28,10,"['real 0.24', 'user 0.02', 'sys 0.06']",70.0,0.033693999999999974,0.239524
2,29,1,"['real 0.24', 'user 0.03', 'sys 0.05']",,,
2,29,2,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,29,3,"['real 0.24', 'user 0.03', 'sys 0.06']",,,
2,29,4,"['real 0.25', 'user 0.03', 'sys 0.06']",,,
2,29,5,"['real 0.25', 'user 0.03', 'sys 0.04']",,,
2,29,6,"['real 0.25', 'user 0.04', 'sys 0.05']",,,
2,29,7,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,29,8,"['real 0.23', 'user 0.03', 'sys 0.05']",,,
2,29,9,"['real 0.26', 'user 0.04', 'sys 0.04']",,,
2,29,10,"['real 0.28', 'user 0.05', 'sys 0.03']",,,
2,30,1,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,30,2,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,30,3,"['real 0.25', 'user 0.02', 'sys 0.06']",,,
2,30,4,"['real 0.24', 'user 0.03', 'sys 0.05']",,,
2,30,5,"['real 0.29', 'user 0.01', 'sys 0.07']",,,
2,30,6,"['real 0.25', 'user 0.03', 'sys 0.05']",,,
2,30,7,"['real 0.25', 'user 0.02', 'sys 0.06']",,,
2,30,8,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,30,9,"['real 0.26', 'user 0.04', 'sys 0.05']",,,
2,30,10,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,31,1,"['real 0.25', 'user 0.03', 'sys 0.05']",2764.0,0.150358,0.368672
2,31,2,"['real 0.25', 'user 0.05', 'sys 0.04']",2764.0,0.14864499999999997,0.374758
2,31,3,"['real 0.25', 'user 0.04', 'sys 0.04']",2764.0,0.14958,0.374247
2,31,4,"['real 0.26', 'user 0.03', 'sys 0.04']",2764.0,0.153188,0.379666
2,31,5,"['real 0.25', 'user 0.03', 'sys 0.05']",2765.0,0.15375899999999998,0.380982
2,31,6,"['real 0.28', 'user 0.03', 'sys 0.06']",2764.0,0.154405,0.377716
2,31,7,"['real 0.26', 'user 0.03', 'sys 0.05']",2764.0,0.15154,0.377772
2,31,8,"['real 0.26', 'user 0.04', 'sys 0.04']",2763.0,0.145634,0.373821
2,31,9,"['real 0.25', 'user 0.05', 'sys 0.03']",2764.0,0.15671800000000002,0.366242
2,31,10,"['real 0.23', 'user 0.03', 'sys 0.05']",2763.0,0.14801699999999998,0.344763
2,32,1,"['real 0.29', 'user 0.03', 'sys 0.05']",65.0,0.03914500000000001,0.27693
2,32,2,"['real 0.27', 'user 0.02', 'sys 0.06']",67.0,0.027302999999999994,0.272341
2,32,3,"['real 0.26', 'user 0.04', 'sys 0.04']",66.0,0.02837199999999998,0.251936
2,32,4,"['real 0.27', 'user 0.04', 'sys 0.05']",66.0,0.03200499999999998,0.266198
2,32,5,"['real 0.25', 'user 0.03', 'sys 0.05']",66.0,0.02618000000000001,0.242686
2,32,6,"['real 0.27', 'user 0.02', 'sys 0.06']",68.0,0.034513000000000016,0.268322
2,32,7,"['real 0.27', 'user 0.05', 'sys 0.03']",69.0,0.031093999999999983,0.278082
2,32,8,"['real 0.28', 'user 0.03', 'sys 0.05']",69.0,0.030736000000000013,0.269463
2,32,9,"['real 0.27', 'user 0.03', 'sys 0.05']",68.0,0.03161900000000001,0.258017
2,32,10,"['real 0.26', 'user 0.03', 'sys 0.05']",69.0,0.04344399999999998,0.265642
2,33,1,"['real 0.30', 'user 0.03', 'sys 0.05']",,,
2,33,2,"['real 0.30', 'user 0.05', 'sys 0.03']",,,
2,33,3,"['real 0.32', 'user 0.03', 'sys 0.06']",,,
2,33,4,"['real 0.28', 'user 0.03', 'sys 0.05']",,,
2,33,5,"['real 0.31', 'user 0.04', 'sys 0.05']",,,
